,group,name,message
756,31,Voldemort,"Haha. Bravery. Your parents had it too. Tell me, Harry, would you like to see your mother and father again, together? We can bring them back. All I ask is for something in return. That's it, Harry. There is no good and evil, there is only power, and those too weak to see it. Together, we'll do extraordinary things. Just give me the stone."
757,31,Harry Potter,You liar!
758,31,Voldemort,Kill him!
759,31,Quirinus Quirrell,"Ahhh, ah ah, ahhhhhhh! What is this magic?"
760,31,Voldemort,Fool! Get the stone!
761,32,Albus Dumbledore,"Good afternoon, Harry. Tokens from your admirers?"
762,32,Harry Potter,Admirers?
763,32,Albus Dumbledore,What happened down in the dungeons beterrn you and Professor Quirrell is a complete secret. So naturally the whole school knows. I see that your friend Ronald has saved you the trouble of opening your chocolate frogs.
764,32,Harry Potter,Ron was here? Is he all right? What about Hermione?
765,32,Albus Dumbledore,Fine. They're both just fine.
766,32,Harry Potter,But what happened to the Stone?
767,32,Albus Dumbledore,"Relax, dear boy. The Stone has been destroyed. My friend Nicholas and I have had a little chat, and agreed it was best all around."
768,32,Harry Potter,"But then Flamel, he'll die, won't he?"
769,32,Albus Dumbledore,"He has enough Elixir to set his affairs in order. But yes, he will die."
770,32,Harry Potter,"How is it I got the stone, sir? One minute I was staring in the mirror and-"
771,32,Albus Dumbledore,"Ah. You see, only a person who wanted to find the Stone, but not use it, would be able to get it. That is one of my more brilliant ideas. And between you and me that is saying something."
772,32,Harry Potter,"Does that mean, with the Stone gone, that is, that Voldemort can never come back?"
773,32,Albus Dumbledore,"Ah, I'm afraid there are ways in which he can return. Harry, do you know why Professor Quirrell couldn't bear to have you touch him? It was because of your mother. She sacrificed herself for you, and that kind of act leaves a mark. No, no, this kind of mark cannot be seen. It lives in your very skin."
774,32,Harry Potter,What is it?
775,32,Albus Dumbledore,"Love, Harry, love. Ah. Bertie Bott's Every Flavour Beans. I was most unfortunate in my youth to come across a vomit flavoured one, and since then I'm afraid I have lost my liking for them. But I think I could be safe with a nice toffee Mm Alas. Earwax."
776,33,Harry Potter,"All right there, Ron?"
777,33,Ron Weasley,All right. You?
778,33,Harry Potter,All right. Hermione?
779,33,Hermione Granger,Never better.
780,33,Albus Dumbledore,"Another year, gone! And now, as I understand it, the house cup needs awarded and the points stand thus. In fourth place, Gryffindor, with 312 points! In third place, Hufflepuff, with 352 points! Second, Ravenclaw, with 426 points! And in first place, with 472 points, Slytherin house! Yes, well done Slytherin, well done Slytherin. However, recent events must be taken into account and I have a few last minute points to award. To Miss Hermione Granger, for the cool use of intellect while others were in grave peril, fifty points! Second, to Mr. Ronald Weasley, for the best played game of chess that Hogwarts has seen these many years, fifty points! And third, to Mr. Harry Potter, for pure love and outstanding courage, I award Gryffindor house, sixty points!"
781,33,Hermione Granger,We're tied with Slytherin!
782,33,Albus Dumbledore,"And finally, it takes a great deal of bravery to stand up to your enemies, but a great deal more to stand up to your friends. I award ten points to Neville Longbottom! Assuming my calculations are correct, I believe that a change of decoration is in order! Gryffindor wins the House Cup!"
783,34,Rubeus Hagrid,"Come on now, hurry up, you'll be late! Train's leaving. Go on. Come on, hurry up!"
784,34,Hermione Granger,"Come on, Harry."
785,34,Harry Potter,One minute.
786,34,Rubeus Hagrid,"Thought you were leaving without sayin' goodbye, did ya? This is for you. "
787,34,Harry Potter,"Thanks, Hagrid."
788,34,Rubeus Hagrid,"Go on. On with you, on with you now. Oh, now listen Harry, if that dope of a cousin of yours, Dudley, gives you any grief, you could always threaten him with a nice pair of ears to go with that tail of his."
789,34,Harry Potter,"But Hagrid, we're not allowed to do magic away from Hogwarts. You know that."
790,34,Rubeus Hagrid,"I do, but your cousin don't, do he? Eh? Hmmhmm"
791,34,Hermione Granger,"Feels strange to be going home, doesn't it?"
792,34,Harry Potter,"I'm not going home, not really."
